jud,uat,ALTII_pct,CĂLIN GEORGESCU_pct,ELENA-VALERICA LASCONI_pct,GEORGE-NICOLAE SIMION_pct,HUNOR KELEMEN_pct,ION-MARCEL CIOLACU_pct,NICOLAE-IONEL CIUCĂ_pct,Prezenta,Castigator,Procent castigator,Lat,Long,Mediu
HUNEDOARA,GURASADA,7.98,20.15,7.08,16.33,1.09,43.38,3.99,53.44,ION-MARCEL CIOLACU,43.38,45.99016379,22.58822657,RURAL
HUNEDOARA,HĂRĂU,9.16,23.95,15.11,20.55,0.92,25.59,4.73,56.11,ION-MARCEL CIOLACU,25.59,45.91061627,22.98215309,RURAL
HUNEDOARA,ILIA,10.63,24.76,9.75,21.34,0.44,27.93,5.13,55.13,ION-MARCEL CIOLACU,27.93,45.94263576,22.68214647,RURAL
HUNEDOARA,LELESE,12.75,14.29,9.18,14.8,1.53,43.37,4.08,72.99,ION-MARCEL CIOLACU,43.37,45.73652992,22.67636528,RURAL
HUNEDOARA,LUNCA CERNII DE JOS,6.14,10.71,5.1,9.69,0.51,13.52,54.34,58.85,NICOLAE-IONEL CIUCĂ,54.34,45.64295053,22.56403657,RURAL
HUNEDOARA,LUNCOIU DE JOS,9.77,23.06,9.79,17.55,1.01,17.66,21.15,62.82,CĂLIN GEORGESCU,23.06,46.07785783,22.76504429,RURAL
HUNEDOARA,LĂPUGIU DE JOS,9,25.04,6.87,23.97,0.92,29.47,4.73,62.26,ION-MARCEL CIOLACU,29.47,45.87527868,22.46818803,RURAL
HUNEDOARA,MUNICIPIUL BRAD,12.16,21.27,13.26,21.58,0.85,23.93,6.95,44.72,ION-MARCEL CIOLACU,23.93,46.1378416,22.8050484,URBAN
HUNEDOARA,MUNICIPIUL DEVA,15.83,19.73,20.63,13.62,3.99,18.56,7.64,48.36,ELENA-VALERICA LASCONI,20.63,45.86196378,22.91601341,URBAN
HUNEDOARA,MUNICIPIUL HUNEDOARA,13.48,23.37,16.89,16.32,2.76,22.23,4.93,39.85,CĂLIN GEORGESCU,23.37,45.7647762,22.88064239,URBAN
HUNEDOARA,MUNICIPIUL LUPENI,11.7,22.21,11.36,22.43,2.68,26.55,3.07,39.41,ION-MARCEL CIOLACU,26.55,45.34995843,23.2050571,URBAN
HUNEDOARA,MUNICIPIUL ORĂȘTIE,12.52,24.28,18.94,16.77,0.78,19.69,7.01,42.96,CĂLIN GEORGESCU,24.28,45.84481846,23.20850123,URBAN
HUNEDOARA,MUNICIPIUL PETROȘANI,15.43,21.54,16.59,21.82,2.36,18.67,3.6,40.28,GEORGE-NICOLAE SIMION,21.82,45.41478179,23.40247078,URBAN
HUNEDOARA,MUNICIPIUL VULCAN,11.62,27.03,12.18,25.34,1.73,18.88,3.24,36.09,CĂLIN GEORGESCU,27.03,45.3658873,23.27854914,URBAN
HUNEDOARA,MĂRTINEȘTI,6.71,17.59,14.07,18.76,2.85,33.67,6.37,74.66,ION-MARCEL CIOLACU,33.67,45.78929938,23.11398287,RURAL
HUNEDOARA,ORAȘ ANINOASA,10.18,23.83,10.27,27.74,0.92,21.76,5.29,38.12,GEORGE-NICOLAE SIMION,27.74,45.37497945,23.33948438,URBAN
HUNEDOARA,ORAȘ CĂLAN,10.76,25.1,14.38,20.24,1.64,16.13,11.74,44.07,CĂLIN GEORGESCU,25.1,45.74268289,23.01141864,URBAN
HUNEDOARA,ORAȘ GEOAGIU,9.08,20.91,11.52,16.3,0.94,21.12,20.11,59.91,ION-MARCEL CIOLACU,21.12,45.94949486,23.20471728,URBAN
HUNEDOARA,ORAȘ HAȚEG,11.38,19.97,17.18,15.63,0.75,21.13,13.96,52.99,ION-MARCEL CIOLACU,21.13,45.63543203,22.92562915,URBAN
HUNEDOARA,ORAȘ PETRILA,12,26.69,10.52,24.43,1.67,21.95,2.74,42.04,CĂLIN GEORGESCU,26.69,45.46756812,23.49272787,URBAN
HUNEDOARA,ORAȘ SIMERIA,15.52,23.17,16.74,16.75,1.28,18.93,7.62,49.52,CĂLIN GEORGESCU,23.17,45.8545548,23.00759795,URBAN
HUNEDOARA,ORAȘ URICANI,10.93,27.49,12.18,21.71,0.94,23.74,3.01,36.49,CĂLIN GEORGESCU,27.49,45.31807581,23.03367923,URBAN
HUNEDOARA,ORĂȘTIOARA DE SUS,9.29,26.13,10.49,18.68,2.21,13.52,19.69,61.71,CĂLIN GEORGESCU,26.13,45.64797828,23.2633979,RURAL
HUNEDOARA,PESTIȘU MIC,10.44,13.88,12.93,14,1.78,19.93,27.05,83.67,NICOLAE-IONEL CIUCĂ,27.05,45.80391866,22.83437622,RURAL
HUNEDOARA,PUI,7.48,20.02,11.03,22.27,0.63,17.77,20.81,58.75,GEORGE-NICOLAE SIMION,22.27,45.50901301,23.11346565,RURAL
HUNEDOARA,RAPOLTU MARE,7.53,24.32,15.51,27.14,1.41,17.86,6.23,55.18,GEORGE-NICOLAE SIMION,27.14,45.8967854,23.0980176,RURAL
HUNEDOARA,RIBIȚA,6.86,18.9,9.6,21.04,1.07,32.47,10.06,63.86,ION-MARCEL CIOLACU,32.47,46.21088286,22.80020062,RURAL
HUNEDOARA,ROMOS,8.74,30.63,15.95,13.57,0.32,12.7,18.1,56.27,CĂLIN GEORGESCU,30.63,45.8249,23.30358563,RURAL
HUNEDOARA,RÂU DE MORI,12.43,21.46,14.46,20.32,0.57,24.14,6.62,62.28,ION-MARCEL CIOLACU,24.14,45.38616483,22.79944859,RURAL
HUNEDOARA,RĂCHITOVA,6.01,18.36,9.02,17.03,0.17,41.07,8.35,60.24,ION-MARCEL CIOLACU,41.07,45.61749913,22.7595861,RURAL
HUNEDOARA,SARMIZEGETUSA,5.19,17.75,10.39,8.37,4.62,46.18,7.5,77.06,ION-MARCEL CIOLACU,46.18,45.49042587,22.74218286,RURAL
HUNEDOARA,SÂNTĂMĂRIA-ORLEA,9.4,21.87,13,19.53,0.67,29.53,6,59.59,ION-MARCEL CIOLACU,29.53,45.57323089,22.97924288,RURAL
HUNEDOARA,SĂLAȘU DE SUS,8.63,19.6,13.74,16.5,5.7,26.47,9.38,64.26,ION-MARCEL CIOLACU,26.47,45.44182875,22.95762316,RURAL
HUNEDOARA,TELIUCU INFERIOR,12.36,21.46,13.25,17.51,2.37,20.67,12.36,50.24,CĂLIN GEORGESCU,21.46,45.68748595,22.87168363,RURAL
HUNEDOARA,TOMEȘTI,5.28,17.42,7.63,17.22,2.35,24.85,25.24,63.49,NICOLAE-IONEL CIUCĂ,25.24,46.25105083,22.67802006,RURAL
HUNEDOARA,TOPLIȚA,6.58,14.25,14.91,11.62,4.17,35.75,12.72,78.81,ION-MARCEL CIOLACU,35.75,45.66441831,22.75555841,RURAL
HUNEDOARA,TOTEȘTI,6.76,14.79,8.04,9.77,1.1,56.16,3.38,75.36,ION-MARCEL CIOLACU,56.16,45.56871503,22.88111048,RURAL
HUNEDOARA,TURDAȘ,8.8,29.17,13.54,19.68,0.35,18.29,10.19,51.19,CĂLIN GEORGESCU,29.17,45.84761434,23.13283268,RURAL
HUNEDOARA,VAȚA DE JOS,7.56,15.66,9.46,26.1,0.45,33.13,7.64,47.11,ION-MARCEL CIOLACU,33.13,46.1641066,22.54764475,RURAL
HUNEDOARA,VEȚEL,11.28,26.79,12.58,22.59,0.93,16.93,8.93,54.57,CĂLIN GEORGESCU,26.79,45.87163095,22.75640625,RURAL
HUNEDOARA,VORȚA,3.21,17.47,4.46,11.94,0.18,54.01,8.73,93.81,ION-MARCEL CIOLACU,54.01,46.05775816,22.66625417,RURAL
HUNEDOARA,VĂLIȘOARA,6.19,24.91,10.42,22.08,0.53,29.15,6.71,60.19,ION-MARCEL CIOLACU,29.15,46.02791051,22.81804846,RURAL
HUNEDOARA,ZAM,6.94,19.37,6.46,22.78,0.97,21.19,22.29,66.27,GEORGE-NICOLAE SIMION,22.78,46.04113726,22.4741679,RURAL
HUNEDOARA,ȘOIMUȘ,8.27,23.73,11.59,20.22,0.3,14.89,20.99,66.89,CĂLIN GEORGESCU,23.73,45.94734303,22.86861352,RURAL
IALOMIȚA,ADÂNCATA,5.12,27.34,8.59,20.54,0.89,32.03,5.47,49.44,ION-MARCEL CIOLACU,32.03,44.76521387,26.46129925,RURAL
IALOMIȚA,ALBEȘTI,3.1,21.13,6.56,31.15,0,34.06,4.01,62.13,ION-MARCEL CIOLACU,34.06,44.52666305,27.11031868,RURAL
IALOMIȚA,ALEXENI,6.22,34.65,7.78,13.01,0.14,18.39,19.8,39.18,CĂLIN GEORGESCU,34.65,44.70095797,26.73302731,RURAL
IALOMIȚA,ANDRĂȘEȘTI,6.03,26.66,11.96,16.71,0.29,23.92,14.41,44.57,CĂLIN GEORGESCU,26.66,44.58565894,27.13769978,RURAL
IALOMIȚA,ARMĂȘEȘTI,4.6,37.01,7.89,17.11,0.16,30.43,2.8,38.07,CĂLIN GEORGESCU,37.01,44.78054998,26.59715486,RURAL
IALOMIȚA,AXINTELE,5.28,32.78,5.69,20.83,1.11,29.17,5.14,43.44,CĂLIN GEORGESCU,32.78,44.58462453,26.77739733,RURAL
IALOMIȚA,BALACIU,8.26,21.73,9.23,20.96,1.15,29.42,9.23,47.98,ION-MARCEL CIOLACU,29.42,44.64485626,26.90776995,RURAL
IALOMIȚA,BORDUȘANI,6.27,35.69,5.62,23.58,0.29,26.39,2.16,36.8,CĂLIN GEORGESCU,35.69,44.47397367,27.95181644,RURAL
IALOMIȚA,BORĂNEȘTI,5.67,28.9,6.36,18.96,0.12,14.1,25.9,49.54,CĂLIN GEORGESCU,28.9,44.6471627,26.59688506,RURAL
IALOMIȚA,BUCU,11.07,29.73,17.39,15.39,0.35,21.74,4.35,43.33,CĂLIN GEORGESCU,29.73,44.61931434,27.4905979,RURAL
IALOMIȚA,BUEȘTI,3.4,11.02,3.61,13.03,0,67.74,1.2,64.85,ION-MARCEL CIOLACU,67.74,44.52102999,27.18502701,RURAL
IALOMIȚA,BĂRBULEȘTI,2.68,11.85,1.29,40.14,0.7,41.67,1.64,19.71,ION-MARCEL CIOLACU,41.67,44.7320439,26.59248338,RURAL
IALOMIȚA,BĂRCĂNEȘTI,5.5,36.27,7.63,12.56,0.23,33.69,4.11,34.16,CĂLIN GEORGESCU,36.27,44.61273294,26.6528756,RURAL
IALOMIȚA,CIOCHINA,7.46,26.12,9.9,16.84,0.82,20.82,18.06,43.38,CĂLIN GEORGESCU,26.12,44.57236309,27.03628552,RURAL
IALOMIȚA,CIOCÂRLIA,6.96,30.72,9.57,15.07,0.58,33.04,4.06,58.6,ION-MARCEL CIOLACU,33.04,44.79608588,26.66136177,RURAL
IALOMIȚA,CIULNIȚA,7.52,21.93,10.81,18.43,0.53,29.13,11.65,48.62,ION-MARCEL CIOLACU,29.13,44.52040731,27.28851914,RURAL
IALOMIȚA,COCORA,3.6,29.16,11.7,20.59,0.49,32.13,2.31,40.56,ION-MARCEL CIOLACU,32.13,44.75392849,27.05896437,RURAL
IALOMIȚA,COLELIA,6.03,17.54,7.26,9.68,0.6,55.65,3.23,60.21,ION-MARCEL CIOLACU,55.65,44.77381625,27.00651834,RURAL
IALOMIȚA,COSÂMBEȘTI,6.87,27.64,11.21,15.8,0.38,30.45,7.64,52.35,ION-MARCEL CIOLACU,30.45,44.53289964,27.45820221,RURAL
IALOMIȚA,COȘERENI,7.07,38.46,11.48,13.98,0.17,24.59,4.23,50.55,CĂLIN GEORGESCU,38.46,44.67460101,26.55259331,RURAL
IALOMIȚA,DRIDU,8.09,30.66,13.07,15.1,0.23,28.4,4.44,52.18,CĂLIN GEORGESCU,30.66,44.68499913,26.46094779,RURAL
IALOMIȚA,DRĂGOEȘTI,5.72,24.67,5.95,16.3,0,43.83,3.52,64.69,ION-MARCEL CIOLACU,43.83,44.56294139,26.5498445,RURAL
IALOMIȚA,FĂCĂENI,6.78,36.55,6.54,34.39,0.18,12.85,2.7,41.84,CĂLIN GEORGESCU,36.55,44.57384773,27.92371675,RURAL
IALOMIȚA,GHEORGHE DOJA,7.72,22.22,11.47,18.36,0.36,35.99,3.86,40.99,ION-MARCEL CIOLACU,35.99,44.64915297,27.19296245,RURAL
IALOMIȚA,GHEORGHE LAZĂR,4.96,24.26,6.84,23.37,0.11,38.04,2.43,52.96,ION-MARCEL CIOLACU,38.04,44.63887908,27.44877098,RURAL
IALOMIȚA,GIURGENI,5.3,28.09,6.71,16.78,0.18,38.87,4.06,54.24,ION-MARCEL CIOLACU,38.87,44.73472079,27.82470748,RURAL
IALOMIȚA,GRINDU,5.27,20.63,7.68,17.92,0.45,45.33,2.71,47.38,ION-MARCEL CIOLACU,45.33,44.7588639,26.91756039,RURAL
IALOMIȚA,GRIVIȚA,7.79,33.33,8.44,14.1,0.43,23.72,12.18,38.34,CĂLIN GEORGESCU,33.33,44.71508931,27.31869597,RURAL
IALOMIȚA,GURA IALOMIȚEI,4.75,26.33,8.52,37.94,0.11,19.69,2.65,46.53,GEORGE-NICOLAE SIMION,37.94,44.74732015,27.72202086,RURAL
IALOMIȚA,GÂRBOVI,8.92,31.54,16.16,17.34,0.1,20.57,5.39,36.97,CĂLIN GEORGESCU,31.54,44.78476277,26.77311158,RURAL
IALOMIȚA,ION ROATĂ,7,33.97,11.1,22.58,0.47,20.97,3.89,39.17,CĂLIN GEORGESCU,33.97,44.68114054,26.77814635,RURAL
IALOMIȚA,JILAVELE,5.56,27.18,11.9,19.35,0.1,32.04,3.87,40.39,ION-MARCEL CIOLACU,32.04,44.80225342,26.5511214,RURAL
IALOMIȚA,MAIA,4.74,22.6,8.38,10.58,0,50.72,2.98,74.1,ION-MARCEL CIOLACU,50.72,44.74039521,26.40766852,RURAL
IALOMIȚA,MANASIA,9.38,29.83,17.36,17.23,0.07,23.04,3.1,42.42,CĂLIN GEORGESCU,29.83,44.71918497,26.69398072,RURAL
IALOMIȚA,MIHAIL KOGĂLNICEANU,8.05,28.44,13.68,19.57,0.36,27.26,2.63,44.35,CĂLIN GEORGESCU,28.44,44.66350699,27.73079007,RURAL
IALOMIȚA,MILOȘEȘTI,4.86,22.01,8.4,15.03,0.47,46.39,2.84,45.38,ION-MARCEL CIOLACU,46.39,44.74504159,27.20951646,RURAL
IALOMIȚA,MOLDOVENI,4.52,25.24,8.81,17.81,0,41.29,2.35,64.38,ION-MARCEL CIOLACU,41.29,44.72776634,26.52056122,RURAL
IALOMIȚA,MOVILA,8.78,33.24,8.06,17.96,0.42,26.73,4.81,47.92,CĂLIN GEORGESCU,33.24,44.47992173,27.70878862,RURAL
IALOMIȚA,MOVILIȚA,6.74,37.83,9.73,18.14,0.55,22.46,4.54,47.55,CĂLIN GEORGESCU,37.83,44.62400321,26.4806949,RURAL
IALOMIȚA,MUNICIPIUL FETEȘTI,11.53,28,12.6,17.63,0.21,26.06,3.97,40.74,CĂLIN GEORGESCU,28,44.40289643,27.79500223,URBAN
IALOMIȚA,MUNICIPIUL SLOBOZIA,14.71,21.72,18.98,13.85,0.37,25.07,5.3,48.83,ION-MARCEL CIOLACU,25.07,44.59327271,27.38033322,URBAN
IALOMIȚA,MUNICIPIUL URZICENI,13.18,26.17,18.55,12.97,0.35,22.7,6.07,44.77,CĂLIN GEORGESCU,26.17,44.7380331,26.64807744,URBAN
IALOMIȚA,MUNTENI-BUZĂU,6.91,32.74,12.48,21.24,0.53,20.62,5.49,43.88,CĂLIN GEORGESCU,32.74,44.66876736,26.98868729,RURAL
IALOMIȚA,MĂRCULEȘTI,4.08,28.22,5.11,25.15,1.43,30.67,5.32,38.96,ION-MARCEL CIOLACU,30.67,44.558284,27.52282025,RURAL
IALOMIȚA,OGRADA,8.33,37.98,6.97,19.46,0.73,24.45,2.08,43.64,CĂLIN GEORGESCU,37.98,44.65505905,27.55190218,RURAL
IALOMIȚA,ORAȘ AMARA,10.44,24.48,14,19.74,0.38,25.42,5.54,44.65,ION-MARCEL CIOLACU,25.42,44.64913414,27.31083506,URBAN
IALOMIȚA,ORAȘ CĂZĂNEȘTI,8.69,27.86,12.8,19.2,0.41,25.39,5.68,36.67,CĂLIN GEORGESCU,27.86,44.64612087,27.03702496,URBAN
IALOMIȚA,ORAȘ FIERBINȚI-TÂRG,7.75,34.11,12.71,12.48,0.12,26.71,6.12,48.4,CĂLIN GEORGESCU,34.11,44.66851056,26.39353709,URBAN
IALOMIȚA,ORAȘ ȚĂNDĂREI,9.27,22.99,13.75,19.15,0.72,28.38,5.74,23.43,ION-MARCEL CIOLACU,28.38,44.70389993,27.6252317,URBAN
IALOMIȚA,PERIEȚI,9.11,35.3,10.64,16.62,0.15,22.82,5.36,44.33,CĂLIN GEORGESCU,35.3,44.58755557,27.25333624,RURAL
IALOMIȚA,PLATONEȘTI,6.18,28.38,10.35,19.37,1.17,32.39,2.17,42.05,ION-MARCEL CIOLACU,32.39,44.59323591,27.70398399,RURAL
IALOMIȚA,REVIGA,7.8,26.96,8.99,14.93,2.61,34.06,4.64,34.64,ION-MARCEL CIOLACU,34.06,44.69511019,27.12329784,RURAL
IALOMIȚA,ROȘIORI,3.9,38.33,7.92,13.33,0.14,30.14,6.25,48.41,CĂLIN GEORGESCU,38.33,44.60794744,26.53797323,RURAL
IALOMIȚA,RĂDULEȘTI,4.12,23.97,7.47,31.04,0,30.26,3.14,59.28,GEORGE-NICOLAE SIMION,31.04,44.76210398,26.3452562,RURAL
IALOMIȚA,SCÂNTEIA,4.14,30.91,6.64,18.74,0.31,36.14,3.12,45.33,ION-MARCEL CIOLACU,36.14,44.73732015,27.45382421,RURAL
IALOMIȚA,SFÂNTU GHEORGHE,8.7,29.69,9.75,13.79,0.15,22.19,15.74,47.9,CĂLIN GEORGESCU,29.69,44.66922205,26.85899129,RURAL
IALOMIȚA,SINEȘTI,5.68,26.94,12.49,30.06,0,21.16,3.7,41.08,GEORGE-NICOLAE SIMION,30.06,44.56846563,26.41273744,RURAL
IALOMIȚA,STELNICA,6.73,27.42,7.39,21.84,0.16,33.83,2.63,44.62,ION-MARCEL CIOLACU,33.83,44.40302708,27.94263939,RURAL
IALOMIȚA,SUDIȚI,5.32,32.73,7.55,15.38,0.7,30.49,7.83,45.33,CĂLIN GEORGESCU,32.73,44.53879891,27.59171879,RURAL
IALOMIȚA,SĂLCIOARA,4.77,25.34,6.81,20.57,0.14,35.42,6.95,46.85,ION-MARCEL CIOLACU,35.42,44.5527388,26.91403076,RURAL
IALOMIȚA,SĂRĂȚENI,8.38,28.26,8.61,12.36,0.66,23.4,18.32,53.49,CĂLIN GEORGESCU,28.26,44.65010058,26.94792578,RURAL
IALOMIȚA,SĂVENI,7.18,29.25,9.46,20.17,0.38,31.64,1.91,39.08,ION-MARCEL CIOLACU,31.64,44.55204989,27.64538448,RURAL
IALOMIȚA,TRAIAN,4.09,25.22,3.85,21.86,0.25,29.81,14.91,34.44,ION-MARCEL CIOLACU,29.81,44.76429004,27.3462763,RURAL
IALOMIȚA,VALEA CIORII,4.56,27.15,6.67,19.19,0,34.8,7.64,45.42,ION-MARCEL CIOLACU,34.8,44.73311462,27.54254804,RURAL
IALOMIȚA,VALEA MĂCRIȘULUI,7.14,19.04,7.3,15.48,0.18,47.86,3.02,46.74,ION-MARCEL CIOLACU,47.86,44.75282969,26.84839064,RURAL
IALOMIȚA,VLĂDENI,6.01,28.77,3.84,15.86,0,42.71,2.81,51.07,ION-MARCEL CIOLACU,42.71,44.61374078,27.82624663,RURAL
IAȘI,ALEXANDRU I. CUZA,5.76,18.11,7.92,19.09,0.22,21.48,27.44,42.74,NICOLAE-IONEL CIUCĂ,27.44,47.138653,26.86526225,RURAL
IAȘI,ANDRIEȘENI,6.62,26.35,11.75,15.06,0,31.13,9.09,36.52,ION-MARCEL CIOLACU,31.13,47.51998016,27.30454313,RURAL
IAȘI,ARONEANU,12.77,20.36,24.42,13.29,0.13,11.91,17.13,60.9,ELENA-VALERICA LASCONI,24.42,47.2283385,27.61456575,RURAL
IAȘI,BALȘ,4.31,33.71,5.74,17.61,0.16,33.94,4.54,46.27,ION-MARCEL CIOLACU,33.94,47.28181034,26.9855324,RURAL
IAȘI,BELCEȘTI,7.05,32.79,9.23,17.31,0.17,27.61,5.84,36.29,CĂLIN GEORGESCU,32.79,47.30456188,27.09764643,RURAL
IAȘI,BIVOLARI,8.22,31.4,8.31,17.88,0.17,28.3,5.71,37.69,CĂLIN GEORGESCU,31.4,47.53136751,27.40400239,RURAL
IAȘI,BRĂEȘTI,2.73,30.2,5.84,13.14,0.09,43.07,4.93,45.7,ION-MARCEL CIOLACU,43.07,47.14673354,27.08786506,RURAL
IAȘI,BUTEA,8.1,16.43,16.33,14.1,0.2,36.61,8.22,29,ION-MARCEL CIOLACU,36.61,47.08298011,26.9544931,RURAL
IAȘI,BÂRNOVA,15.03,24.92,29.05,13.33,0.45,10.92,6.31,55.21,ELENA-VALERICA LASCONI,29.05,47.0784447,27.62449397,RURAL
IAȘI,BĂLȚAȚI,7.05,32.97,11.95,16.1,0.05,25.95,5.95,44.51,CĂLIN GEORGESCU,32.97,47.23758806,27.13636462,RURAL
IAȘI,CEPLENIȚA,5.55,29.51,8.54,18.59,0.08,22.94,14.79,38.09,CĂLIN GEORGESCU,29.51,47.38639616,26.98337374,RURAL
IAȘI,CIOHORĂNI,6.93,23.11,6.09,17.86,0.21,40.76,5.04,34.71,ION-MARCEL CIOLACU,40.76,47.13766812,26.69655015,RURAL
IAȘI,CIORTEȘTI,8.81,14.77,8.55,12.26,0.09,25.22,30.31,42.7,NICOLAE-IONEL CIUCĂ,30.31,46.9125719,27.85159044,RURAL
IAȘI,CIUREA,13.81,27.49,28.46,12.69,0.23,13.6,3.72,52.48,ELENA-VALERICA LASCONI,28.46,47.05311092,27.57814646,RURAL
IAȘI,COARNELE CAPREI,3.66,15.62,4.72,8.71,0.08,15.22,51.99,55.36,NICOLAE-IONEL CIUCĂ,51.99,47.39304302,27.11724189,RURAL
IAȘI,COMARNA,9.41,22.9,13.05,15.5,0.25,21.64,17.25,31.31,CĂLIN GEORGESCU,22.9,47.07316382,27.79336687,RURAL
IAȘI,COSTEȘTI,6.57,27.37,7.26,13.69,0.14,40.36,4.61,50.97,ION-MARCEL CIOLACU,40.36,47.23397622,26.92757784,RURAL
IAȘI,COSTULENI,7.24,22.51,8.7,21.64,0.07,21.27,18.57,20.92,CĂLIN GEORGESCU,22.51,47.00662604,27.87103084,RURAL
IAȘI,COTNARI,8.57,23.77,11.67,23.87,0.29,25.94,5.88,36.6,ION-MARCEL CIOLACU,25.94,47.35017498,26.94848326,RURAL
IAȘI,COZMEȘTI,5.92,15.45,5.8,15.45,0,18.75,38.64,22.42,NICOLAE-IONEL CIUCĂ,38.64,46.87089873,28.01252639,RURAL
IAȘI,CRISTEȘTI,5.23,28.67,6.14,13.85,0.37,20.43,25.3,43.32,CĂLIN GEORGESCU,28.67,47.27898948,26.57607371,RURAL
IAȘI,CUCUTENI,6.51,22.12,5.76,12.83,0,45.54,7.25,49.1,ION-MARCEL CIOLACU,45.54,47.27894764,26.93045573,RURAL
IAȘI,DAGÂȚA,4,21.19,7.06,19.52,0.13,15.12,32.98,43.88,NICOLAE-IONEL CIUCĂ,32.98,46.94515311,27.19132286,RURAL
IAȘI,DELENI,7.83,31.37,8.15,17.47,0.14,19.12,15.91,37.77,CĂLIN GEORGESCU,31.37,47.46778035,26.86072104,RURAL
IAȘI,DOBROVĂȚ,8.65,24.28,13.17,18.66,0,29.08,6.17,41.73,ION-MARCEL CIOLACU,29.08,46.96938333,27.70059392,RURAL
IAȘI,DOLHEȘTI,4.81,17.27,3.25,17.01,0.26,20.91,36.49,39.11,NICOLAE-IONEL CIUCĂ,36.49,46.8668121,27.91161232,RURAL
IAȘI,DRĂGUȘENI,5.69,16.85,5.25,16.85,0,28.01,27.35,41.39,ION-MARCEL CIOLACU,28.01,46.89078021,27.49150841,RURAL
IAȘI,DUMEȘTI,7.12,31.78,7.33,23.99,0.26,23.93,5.58,41.36,CĂLIN GEORGESCU,31.78,47.17534917,27.34087325,RURAL
IAȘI,ERBICENI,8.58,33.2,11.18,13.2,0.29,20.4,13.14,39.95,CĂLIN GEORGESCU,33.2,47.27200458,27.23866019,RURAL
IAȘI,FOCURI,5.99,32.01,6.53,19.49,0.32,26.55,9.1,32.92,CĂLIN GEORGESCU,32.01,47.34038747,27.19859005,RURAL
IAȘI,FÂNTÂNELE,4.35,22.91,6.86,18.23,0,35.95,11.71,39.68,ION-MARCEL CIOLACU,35.95,47.41402471,27.18569986,RURAL
IAȘI,GOLĂIEȘTI,7.1,30.56,8.82,16.18,0.33,20.34,16.67,41.37,CĂLIN GEORGESCU,30.56,47.26324744,27.69500874,RURAL
IAȘI,GORBAN,7.15,25.69,7.83,15.21,0.58,25.23,18.32,36.64,CĂLIN GEORGESCU,25.69,46.90451097,28.07607846,RURAL
IAȘI,GRAJDURI,8.15,28.17,9.96,23.44,0,25.86,4.43,14.05,CĂLIN GEORGESCU,28.17,46.9798394,27.55863127,RURAL
IAȘI,GROPNIȚA,5.96,30.8,7.61,14.88,0.26,33.82,6.66,46.45,ION-MARCEL CIOLACU,33.82,47.37852359,27.28048927,RURAL
IAȘI,GROZEȘTI,6.47,26.1,4.57,13.71,0.19,43.43,5.52,38.62,ION-MARCEL CIOLACU,43.43,47.00076742,28.03002093,RURAL
IAȘI,HELEȘTENI,7.5,27.46,8.92,19.37,0.12,29.81,6.81,44.5,ION-MARCEL CIOLACU,29.81,47.1928058,26.87158426,RURAL
IAȘI,HOLBOCA,14.13,27.28,21.31,14.49,0.32,15.68,6.79,50.24,CĂLIN GEORGESCU,27.28,47.17733949,27.68159945,RURAL
IAȘI,HORLEȘTI,9.53,27.66,9.41,19.84,0.45,18.71,14.4,39.1,CĂLIN GEORGESCU,27.66,47.10598038,27.38656534,RURAL
IAȘI,HĂLĂUCEȘTI,10.89,21.05,20.85,18.22,0.07,14.39,14.53,32.76,CĂLIN GEORGESCU,21.05,47.10166796,26.81652493,RURAL
IAȘI,HĂRMĂNEȘTI,6.36,36.45,5.71,15.56,0,23.09,12.84,38.11,CĂLIN GEORGESCU,36.45,47.28135377,26.80074429,RURAL
IAȘI,ION NECULCE,7.61,34.81,11.78,15.87,0,26.05,3.86,46.35,CĂLIN GEORGESCU,34.81,47.1964354,27.03633789,RURAL
IAȘI,IPATELE,5.26,19.81,7.28,10.37,0.62,52.32,4.33,51.23,ION-MARCEL CIOLACU,52.32,46.91527238,27.42997327,RURAL
IAȘI,LESPEZI,6.39,31.72,8.51,21.2,0.24,27.64,4.31,37.49,CĂLIN GEORGESCU,31.72,47.35314095,26.69025723,RURAL
IAȘI,LEȚCANI,7.24,28.11,16.34,15.75,0.07,13.84,18.65,48.27,CĂLIN GEORGESCU,28.11,47.18948909,27.40835736,RURAL
IAȘI,LUNGANI,2.82,15.32,4.69,13.46,0.1,59.63,3.98,46.89,ION-MARCEL CIOLACU,59.63,47.16117656,27.14943179,RURAL
IAȘI,MIRCEȘTI,9.25,27.95,24.1,12.46,0.25,17.13,8.85,40.23,CĂLIN GEORGESCU,27.95,47.06665851,26.85751467,RURAL
IAȘI,MIRONEASA,3.42,16.34,1.9,18.38,0.36,10.07,49.53,34.78,NICOLAE-IONEL CIUCĂ,49.53,46.98776694,27.4226627,RURAL
IAȘI,MIROSLAVA,17.23,21.66,37.17,9.65,0.23,8.44,5.62,58.51,ELENA-VALERICA LASCONI,37.17,47.13705962,27.49572562,RURAL
IAȘI,MIROSLOVEȘTI,5.24,24.05,9.46,19.36,0.15,36.61,5.14,40.07,ION-MARCEL CIOLACU,36.61,47.1517499,26.64954126,RURAL
IAȘI,MOGOȘEȘTI,6.51,33.18,7.37,21.43,0.2,25.48,5.84,39.03,CĂLIN GEORGESCU,33.18,47.03320274,27.49575972,RURAL
